restaurant,url,inspection_date,violation_desc,score,grade,lat,long,mean_rating_before,mean_rating_after
PIZZA STOP,couldnt find - repeated,2019-04-02,Food Protection Certificate not held by supervisor of food operations.,25,,40.708939570827,-74.01176945996,,
DOMINO'S,couldnt find - repeated,2019-04-02,Food Protection Certificate not held by supervisor of food operations.,17,B,40.730081480586,-73.980606498425,2.869565217391304,2.3333333333333335
HELL'S KITCHEN PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d19667398-Reviews-Hell_s_Kitchen_Pizza-New_York_City_New_York.html,2019-05-02,Hot food item not held at or above 140Âº F.,12,A,40.714639696184,-73.982310025479,,
FIORE'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d8319243-Reviews-Fiore_s_Pizza-New_York_City_New_York.html,2019-05-02,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",16,,40.753321377382996,-73.980545566087,,
BAKER'S PIZZA + ESPRESSO,https://www.tripadvisor.com/Restaurant_Review-g60763-d21280402-Reviews-Baker_s_Pizza-New_York_City_New_York.html,2019-05-02,Evidence of mice or live mice present in facility's food and/or non-food areas.,8,,40.761822569531,-73.98503368882301,,
EDDIE'S NY DELI & PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d21044649-Reviews-Eddie_s_NY_Deli_Pizza-New_York_City_New_York.html,2019-05-02,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,7,A,40.850541202932,-73.937054432565,,
OATH PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15272988-Reviews-Oath_Pizza-New_York_City_New_York.html,2019-05-02,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",3,A,40.798225819632,-73.969184113056,5.0,4.333333333333333
IPIZZANY/KRISPY KRUNCHY CHICKEN,https://www.tripadvisor.com/Restaurant_Review-g60763-d7184372-Reviews-IPizzaNY-New_York_City_New_York.html,2019-05-02,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,C,40.789210236622,-73.948726617051,3.9285714285714284,
EMPIRE STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d6001501-Reviews-Empire_Steak_House-New_York_City_New_York.html,2019-07-02,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,18,,40.721532503047,-73.98760418782899,4.048442906574395,4.296296296296297
IL FORNO/IRON BAR,https://www.tripadvisor.com/Restaurant_Review-g60763-d4810308-Reviews-Il_Forno-New_York_City_New_York.html,2019-07-02,Thawing procedures improper.,22,,40.783557156555,-73.978008996048,3.813031161473088,3.8974358974358974
LITTLE ITALY PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d1192486-Reviews-Little_Italy_Gourmet_Pizza-New_York_City_New_York.html,2019-07-02,Food contact surface not properly maintained.,13,A,40.727746426494,-73.985647509709,4.421875,4.413793103448276
FAMOUS FAMIGLIA PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d5494562-Reviews-Famous_Famiglia-New_York_City_New_York.html,2019-07-02,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",20,,40.769286008743,-73.988956320252,4.20952380952381,4.166666666666667
PEPERINO,https://www.tripadvisor.com/Restaurant_Review-g60763-d18338003-Reviews-Peperino_NYC_Pizza-New_York_City_New_York.html,2019-08-02,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,7,A,40.798988188905,-73.966778271479,,4.5
BENJAMIN STEAK HOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d655719-Reviews-Benjamin_Steakhouse-New_York_City_New_York.html,2019-08-02,Hot food item not held at or above 140Âº F.,29,,0.0,0.0,4.291566265060241,4.625
MOTORINO PIZZERIA NAPOLETANA,https://www.tripadvisor.com/Restaurant_Review-g60763-d1563785-Reviews-Motorino-New_York_City_New_York.html,2019-10-02,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",25,B,40.791853227041,-73.971978728216,4.376623376623376,4.833333333333333
SACCO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d459335-Reviews-Sacco_Pizza-New_York_City_New_York.html,2019-10-02,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",11,A,40.77857081743,-73.953389073791,4.575221238938053,4.5
EXCLUSIVE PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4727320-Reviews-Exclusive_Pizza-New_York_City_New_York.html,2019-01-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,33,,40.715618084742,-74.00510073254699,,
UNO CHICAGO GRILL,https://www.tripadvisor.com/Restaurant_Review-g60763-d502548-Reviews-Uno_Pizzeria_Grill-New_York_City_New_York.html,2019-01-03,Proper sanitization not provided for utensil ware washing operation.,66,,40.754660115073,-73.976755272267,3.8502415458937196,3.7777777777777777
OTTO ENOTECA PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d502705-Reviews-OTTO_Enoteca_e_Pizzera-New_York_City_New_York.html,2019-01-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,38,,40.762524662582,-73.95982950356999,3.8837988826815644,3.7714285714285714
MUZZARELLA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d426052-Reviews-Muzzarella_Pizza-New_York_City_New_York.html,2019-01-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,20,,40.727374956791,-73.97954294495901,4.555555555555555,
2 BROS PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d2477766-Reviews-2_Bros_Pizza-New_York_City_New_York.html,2019-01-03,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,12,A,40.751173988368,-73.975406637538,3.6666666666666665,4.666666666666667
FAMOUS AMADEUS PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d2357926-Reviews-Famous_Amadeus_Pizza-New_York_City_New_York.html,2019-04-03,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,25,,40.738295320784005,-74.005557151291,4.088888888888889,4.2
CROCODILE LOUNGE,https://www.tripadvisor.com/Attraction_Review-g60763-d5838240-Reviews-Crocodile_Lounge-New_York_City_New_York.html,2019-04-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,22,,40.764513543649,-73.975528041654,,
LITTLE ROMA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d18830614-Reviews-Little_Roma_Pizza-New_York_City_New_York.html,2019-04-03,Hot food item not held at or above 140Âº F.,9,A,40.746150736646,-73.992742367502,,3.6666666666666665
JUSTINO'S PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d17713080-Reviews-Justino_s_Pizzeria-New_York_City_New_York.html,2019-05-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,12,A,40.767403084871,-73.955090067787,4.411764705882353,4.888888888888889
MARINARA,https://www.tripadvisor.com/Restaurant_Review-g60763-d16810574-Reviews-Marinara_Pizza-New_York_City_New_York.html,2019-05-03,Hot food item that has been cooked and refrigerated is being held for service without first being reheated to 1 65Âº F or above within 2 hours.,10,A,40.722927389298,-73.994638951146,4.5,5.0
SAMMY'S STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d457826-Reviews-Sammy_s_Roumanian_Steakhouse-New_York_City_New_York.html,2019-05-03,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",13,A,40.783054181605,-73.974683454831,3.826388888888889,3.909090909090909
FRANKIE & JOHNNIE'S STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d1150398-Reviews-Frankie_Johnnie_s_Steakhouse-New_York_City_New_York.html,2019-06-03,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",15,,40.734334591831995,-73.993772031951,3.9817945383615085,4.086956521739131
SAUCE PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d13796659-Reviews-Sauce_Pizzeria-New_York_City_New_York.html,2019-06-03,"Single service item reused, improperly stored, dispensed; not used when required.",10,A,40.780147669306004,-73.950102122087,4.875,3.3333333333333335
TENDER,https://www.tripadvisor.com/Restaurant_Review-g60763-d6764492-Reviews-Tender_Restaurant-New_York_City_New_York.html,2019-06-03,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",13,A,40.719454388342,-73.984888116429,4.2110091743119265,4.473684210526316
ADORO LEI,https://www.tripadvisor.com/Restaurant_Review-g60763-d7616205-Reviews-Adoro_Lei-New_York_City_New_York.html,2019-06-03,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,4,A,40.764324766383,-73.958543269375,4.5,4.0
Radio City Pizza,https://www.tripadvisor.com/Restaurant_Review-g60763-d8403526-Reviews-Radio_City_Pizza-New_York_City_New_York.html,2019-07-03,Hand washing facility not provided in or near food preparation area and toilet room. Hot and cold running water at adequate pressure to enable cleanliness of employees not provided at facility. Soap and an acceptable hand-drying device not provided.,31,,40.826181138128,-73.94689496976,4.352941176470588,4.888888888888889
LITTLE ITALY PIZZA/PAPAYA DOG,https://www.tripadvisor.com/Restaurant_Review-g60763-d4874790-Reviews-Little_Italy_Pizza-New_York_City_New_York.html,2019-07-03,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,A,40.783345840254,-73.97816433871701,4.3441558441558445,4.631578947368421
PIZZETTERIA BRUNETTI,https://www.tripadvisor.com/Restaurant_Review-g60763-d4997869-Reviews-Brunetti_Pizza-New_York_City_New_York.html,2019-07-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,45,,40.786116811162,-73.972450600195,4.395833333333333,4.0
SABA'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d10531793-Reviews-Saba_s_Pizza-New_York_City_New_York.html,2019-07-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,9,,40.851030689063,-73.938763711348,4.555555555555555,3.5
MADISON ST PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d19444824-Reviews-Madison_Street_Pizza-New_York_City_New_York.html,2019-07-03,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",7,A,40.750829719358,-73.984368462078,,2.0
FARINELLA,https://www.tripadvisor.com/Restaurant_Review-g60763-d3733387-Reviews-Farinella_Italian_Bakery_Pizza-New_York_City_New_York.html,2019-09-03,Hot food item not held at or above 140Âº F.,8,A,40.764256886043,-73.982997126841,4.066666666666666,
STROMBOLI PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d459068-Reviews-Stromboli_Pizza_INC-New_York_City_New_York.html,2019-10-03,Hot food item not held at or above 140Âº F.,27,,40.721532503047,-73.98760418782899,4.419354838709677,
LA VERA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12192135-Reviews-La_Vera_Pizzeria-New_York_City_New_York.html,2019-10-03,Wiping cloths soiled or not stored in sanitizing solution.,24,,40.782078262096,-73.98095960951001,4.04,3.3333333333333335
PERFECTO PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12192135-Reviews-La_Vera_Pizzeria-New_York_City_New_York.html,2019-10-03,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",13,A,40.735946773194996,-73.979071209521,3.8,
VEZZO,https://www.tripadvisor.com/Restaurant_Review-g60763-d865182-Reviews-Vezzo-New_York_City_New_York.html,2019-10-03,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",12,A,40.722358114106,-73.983177418179,4.413881748071979,4.125
BELMORA PIZZA & RESTAURANT,https://www.tripadvisor.com/Restaurant_Review-g60763-d11964987-Reviews-Belmora_Pizza-New_York_City_New_York.html,2019-10-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,32,,40.760367337647,-73.98153256901399,4.333333333333333,
RIVOLI PIZZA II,https://www.tripadvisor.com/Restaurant_Review-g60763-d5593229-Reviews-Rivoli_Pizza_II-New_York_City_New_York.html,2019-10-03,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,9,,40.709622417413,-74.016624578288,4.111111111111111,
PIZZA HAVEN,https://www.tripadvisor.com/Restaurant_Review-g60763-d4966743-Reviews-Pizza_Haven-New_York_City_New_York.html,2019-12-03,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,30,C,40.747253147283004,-73.983315468644,3.25,
CASSIANO'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d11984969-Reviews-Cassiano_s_Pizza-New_York_City_New_York.html,2019-12-03,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",9,A,40.731298857017,-74.006671486843,2.75,3.75
ELEVEN B,https://www.tripadvisor.com/Restaurant_Review-g60763-d3569505-Reviews-Eleven_B-New_York_City_New_York.html,2019-12-03,Evidence of mice or live mice present in facility's food and/or non-food areas.,17,B,40.735946773194996,-73.979071209521,3.1176470588235294,
JOE'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4091023-Reviews-Joe_s_Pizza-New_York_City_New_York.html,2019-01-04,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",2,A,40.701687901075,-74.011631125861,4.6,4.403100775193798
CHAMPION PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12859054-Reviews-Champion_Pizza-New_York_City_New_York.html,2019-02-04,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",4,A,40.758160479512,-73.968574646384,4.173913043478261,3.75
GRUPPO,https://www.tripadvisor.com/Restaurant_Review-g60763-d425818-Reviews-Gruppo-New_York_City_New_York.html,2019-02-04,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",6,A,40.826114210882004,-73.950689010698,4.609375,4.8
RUTH'S CHRIS STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d477513-Reviews-Ruth_s_Chris_Steak_House-New_York_City_New_York.html,2019-03-04,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",5,P,40.719454388342,-73.984888116429,4.308619091751622,4.217948717948718
TUDOR CITY STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d12945460-Reviews-Tudor_City_Steakhouse-New_York_City_New_York.html,2019-04-04,Food contact surface not properly maintained.,11,A,40.810184687204,-73.952994765917,4.0,2.8333333333333335
LA BELLEZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d3736845-Reviews-La_Bellezza-New_York_City_New_York.html,2019-04-04,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",7,A,40.720665468408,-74.009062244899,4.45,5.0
PROVA PIZZA BAR,https://www.tripadvisor.com/Restaurant_Review-g60763-d11827944-Reviews-Prova_Pizzabar-New_York_City_New_York.html,2019-04-04,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilityâ€™s food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",9,,40.775463208878,-73.952062570474,3.891891891891892,4.3125
TRENTA TRE PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15617788-Reviews-Trenta_Tre_Pizzeria-New_York_City_New_York.html,2019-04-04,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",30,,40.754147766106,-73.969034940786,4.0,4.5
DREAMERS PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4813243-Reviews-Dreamer_s_Pizza-New_York_City_New_York.html#REVIEWS,2019-04-04,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",7,A,40.730081480586,-73.980606498425,5.0,5.0
BOBBY VAN'S STEAKHOUSE,https://www.tripadvisor.com/Restaurant_Review-g60763-d1109605-Reviews-Bobby_Van_s_Steakhouse_Grill-New_York_City_New_York.html,2019-06-04,Live roaches present in facility's food and/or non-food areas.,22,B,40.801550039329,-73.961214535078,3.9547038327526134,4.45
HIGHLINE PIZZERIA,https://www.tripadvisor.com/Restaurant_Review-g60763-d4948188-Reviews-Highline_Pizzeria-New_York_City_New_York.html,2019-06-04,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,6,A,40.709173144451,-74.008775726868,4.631578947368421,4.571428571428571
MARINARA PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d12815563-Reviews-Marinara_Pizza-New_York_City_New_York.html,2019-09-04,Proper sanitization not provided for utensil ware washing operation.,26,,40.718444982329004,-73.991338486346,4.076923076923077,5.0
LAKE COMO PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d5541569-Reviews-Lake_Como_Pizza-New_York_City_New_York.html,2019-09-04,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",36,C,40.723730777472,-73.985208232581,2.6666666666666665,
LITTLE LUZZO'S,https://www.tripadvisor.com/Restaurant_Review-g60763-d4758699-Reviews-Little_Luzzo_s-New_York_City_New_York.html,2019-09-04,"Single service item reused, improperly stored, dispensed; not used when required.",9,A,40.721596271652004,-73.99733756748,4.4,1.0
PAPA JOHN'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d15651043-Reviews-Papa_John_s_Pizza-New_York_City_New_York.html,2019-09-04,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,10,A,40.763854030179,-73.987917564599,4.0,
ARTURO'S PIZZA,https://www.tripadvisor.com/Restaurant_Review-g60763-d479377-Reviews-Arturo_s_Pizza-New_York_City_New_York.html ,2019-09-04,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,9,A,40.765512884509,-73.965769788003,4.264705882352941,5.0
